Wavelength,Intensity,Absorbance,Reflectance
850.804993,(null),0.091526,0.809979
864.326233,(null),0.092477,0.808208
877.7882080000001,(null),0.08537599999999999,0.821531
891.1908570000001,(null),0.060996,0.868968
904.53418,(null),0.047695,0.895994
917.818237,(null),0.043775,0.904118
931.04303,(null),0.038456,0.915259
944.208496,(null),0.033986,0.924728
957.314636,(null),0.033215,0.9263710000000001
970.361511,(null),0.036065,0.920312
983.349121,(null),0.039786,0.91246
996.277405,(null),0.040389,0.9111939999999999
1009.146362,(null),0.040022,0.911965
1021.956055,(null),0.039206,0.91368
1034.706421,(null),0.038343,0.915497
1047.397461,(null),0.036528,0.919331
1060.029297,(null),0.035959,0.920536
1072.601807,(null),0.035406,0.921709
1085.11499,(null),0.034441,0.92376
1097.568848,(null),0.033051,0.926721
1109.963501,(null),0.032649,0.927579
1122.298828,(null),0.032556,0.927778
1134.574829,(null),0.03368,0.92538
1146.791504,(null),0.038941,0.914237
1158.948853,(null),0.046635,0.898183
1171.046997,(null),0.052682,0.885764
1183.085815,(null),0.059156,0.872658
1195.065308,(null),0.069288,0.852535
1206.985596,(null),0.07904799999999999,0.833589
1218.846558,(null),0.07841099999999999,0.834813
1230.648193,(null),0.067784,0.855492
1242.390503,(null),0.060596,0.869769
1254.073486,(null),0.057437,0.876119
1265.697266,(null),0.05619,0.87864
1277.261719,(null),0.054315,0.88244
1288.766846,(null),0.052899,0.885321
1300.212646,(null),0.052158,0.886833
1311.599243,(null),0.051967,0.887223
1322.926514,(null),0.054449,0.882167
1334.194458,(null),0.0584,0.8742
1345.403076,(null),0.063447,0.864078
1356.55249,(null),0.06931,0.85249
1367.642456,(null),0.075237,0.840936
1378.673218,(null),0.08178299999999999,0.828356
1389.644775,(null),0.09496,0.8036
1400.556885,(null),0.112213,0.772302
1411.40979,(null),0.138039,0.727714
1422.203369,(null),0.165702,0.6828070000000001
1432.937622,(null),0.185293,0.65269
1443.612671,(null),0.194481,0.639027
1454.228271,(null),0.197201,0.635037
1464.784668,(null),0.19758,0.63448
1475.281738,(null),0.194847,0.6384880000000001
1485.719604,(null),0.190341,0.645147
1496.098145,(null),0.186256,0.651244
1506.417236,(null),0.18172,0.65808
1516.677246,(null),0.17834,0.66322
1526.877808,(null),0.175765,0.667168
1537.019043,(null),0.175292,0.667895
1547.101074,(null),0.173341,0.670902
1557.123779,(null),0.171434,0.673854
1567.08728,(null),0.168584,0.678291
1576.991333,(null),0.165049,0.6838340000000001
1586.836182,(null),0.159608,0.692456
1596.621704,(null),0.153037,0.703012
1606.3479,(null),0.146134,0.714276
1616.014893,(null),0.139527,0.725225
1625.622437,(null),0.133759,0.734922
1635.170776,(null),0.128339,0.744151
1644.659912,(null),0.119837,0.758862
1654.0896,(null),0.10996,0.77632
1663.460083,(null),0.098979,0.796198
1672.77124,(null),0.094525,0.804405
1682.023071,(null),0.10043,0.79354
1691.215576,(null),0.09982000000000001,0.79466
1700.348877,(null),0.09679400000000001,0.800214
1709.422852,(null),0.097664,0.798612
1718.4375,(null),0.09821000000000001,0.79761
1727.392822,(null),0.09506199999999999,0.803411
1736.28894,(null),0.092462,0.808236
1745.125732,(null),0.092102,0.808906
1753.903198,(null),0.091778,0.80951
1762.621338,(null),0.091733,0.809593
1771.280273,(null),0.09293800000000001,0.80735
1779.879761,(null),0.09191299999999999,0.809258
